# schema=nsb-healpix-starlight-candidate-v5
# map_type=healpix
# coordinate_frame=galactic
# ordering=nested
# representation=sparse
# omitted_pixel_semantics=zero_flux_and_source_counts
# nside=128
# flux_quantity=integrated_per_pixel
# flux_unit=ph_m-2_s-1
pixel,flux_ph_m2_s,statistical_uncertainty_ph_m2_s,systematic_uncertainty_ph_m2_s,total_uncertainty_ph_m2_s,admitted_sources,excluded_sources
132371,1.25052095980115142e7,1.09826579289427449e5,1.21939039544499782e6,1.22432626943226415e6,595,59
132372,6.86214270610663295e6,8.38179011782481975e4,1.44843704058296839e6,1.45086019350269390e6,612,76
132373,2.56821901994754970e7,8.08580616483482067e5,5.98210456725506950e6,6.03650376185808145e6,578,77
132374,8.83486740837120451e6,8.21369094309640495e4,1.31930928416321124e6,1.32186363107928610e6,631,66
132375,9.82185282971444540e6,1.27121332543020908e5,1.51328625583664072e6,1.51861618761673686e6,577,56
132376,7.03279016105912160e6,6.92293633494793175e4,8.84343353251964785e5,8.87048967752459343e5,558,66
132377,7.10415181525158696e6,5.66082352097768744e4,9.40161527921472793e5,9.41864210423776414e5,594,60
132378,1.61155316746699288e7,3.37541498737763497e5,3.67204905441815872e6,3.68753013837492978e6,680,72
132379,3.40092726990305353e6,1.98796915404862884e4,4.92584694278651848e5,4.92985682523679163e5,577,64
132380,4.19779672810977139e6,3.60492502181274540e4,9.08676987519923132e5,9.09391783605708391e5,602,52
132381,6.31992813069675677e6,7.92278872287394770e4,1.39657469783303794e6,1.39882019743145374e6,593,63
132382,4.04358399481877079e6,4.81444740481478511e4,8.90911394661818049e5,8.92211299816158251e5,574,59
132383,1.64958481476888489e7,3.69252319593663095e5,3.95075266717129573e6,3.96797100703702308e6,681,62
132384,1.30940090799710918e7,2.68278118385770067e5,7.28681099897290580e5,7.76498096682879492e5,589,68
132385,1.45471249600104447e7,2.99448514581259864e5,3.52426690548368869e6,3.53696573830910865e6,602,57
132386,2.27372771194525026e7,4.08341711578987190e5,3.12035696190760611e6,3.14696211021685507e6,577,58
132387,6.49011683748323284e6,5.54685529346365220e4,1.23054421497302945e6,1.23179374303015997e6,586,54
132388,3.76865307278340915e6,3.26609596395646367e4,9.06510920079782838e5,9.07099105119430576e5,621,57
132389,3.55067946984813455e6,3.77725614041973022e4,8.45338727105993778e5,8.46182208475347026e5,577,55
132390,8.99144776779028401e6,9.83469989829108090e4,1.87069192722934810e6,1.87327531847563642e6,637,59
132391,2.40437658681218401e7,2.48664861995106970e5,3.68986796989479568e6,3.69823739757828228e6,666,69
132392,7.92877066304882243e6,1.39858260304521216e5,1.92253001775263320e6,1.92761043837580085e6,580,47
132393,6.18669471928661410e6,8.80150597689977003e4,1.45014123235386121e6,1.45280977575142845e6,595,72
132394,5.69103748076358512e7,1.12876692749819485e6,1.40134735452481192e7,1.40588603940711562e7,623,44
132395,4.34275708594680764e6,3.36067497099779430e4,7.77107313442702289e5,7.77833652031206177e5,611,67
132396,2.19905706580611803e7,4.20427765395835915e5,5.27757630584320147e6,5.29429609768034332e6,587,80
132397,9.46855874961910956e6,1.66904449038875377e5,2.24570886173073109e6,2.25190261484925356e6,579,71
132398,5.50833305411551613e6,6.17371666188198724e4,1.13657073111350322e6,1.13824624074318958e6,609,63
132399,4.49745704263532627e6,3.67047943120184354e4,9.56335173490801128e5,9.57039291764537804e5,613,44
132400,4.20950929868957121e6,3.08913009029669702e4,8.93494587367229979e5,8.94028439215450315e5,634,94
132401,6.40995858587127738e6,9.16768249682473106e4,1.57903699797841790e6,1.58169607738685142e6,616,73
132402,3.37371507984274719e6,2.28250410193777425e4,6.30775432283610106e5,6.31188267056756536e5,618,139
132403,1.08497202903054804e7,1.09780218435702947e5,2.53395119430810213e6,2.53632812378352322e6,554,91
132404,1.13922794429497290e7,1.05023719392732310e5,2.17765234735272825e6,2.18018341603772668e6,648,89
132405,5.25208784116038010e7,1.27853150207272661e6,1.18514140232988242e7,1.19201785705347713e7,613,87
132406,1.52492128950834796e7,2.00191371462252166e5,3.66173108701378293e6,3.66719935902196029e6,566,49
132407,2.80465716941668019e7,2.41293524476842547e5,3.69212809678463684e6,3.70000438486510469e6,630,64
132408,3.28609461800429923e6,4.43975565197467222e4,6.75089282014017808e5,6.76547619695115136e5,585,56
132409,6.35236301086262055e6,4.37043551999163974e4,1.01428580260650034e6,1.01522695001292834e6,586,59
132410,2.97459199709019391e6,1.81860454868512898e4,6.23806224267483922e5,6.24071260102004861e5,614,70
132411,7.93555829402964562e6,7.18381491737443575e4,1.30180217852232163e6,1.30378281614775537e6,618,54
132412,8.14860808389370888e7,1.95089189868770330e6,1.94143995348539688e7,1.95121728287575208e7,538,64
132413,1.72257354987921081e7,1.63205472386322450e5,3.94699831484598573e6,3.95037108682385599e6,570,44
132414,1.11719208834652957e7,2.08355955643170280e5,5.11754754769298597e5,5.52544236492394935e5,570,48
132415,6.72813268054274749e6,6.58213984704781469e4,1.16033238614515378e6,1.16219778989374940e6,604,61
132416,1.29309569620494451e7,1.42634123788029421e5,1.55703224678627215e6,1.56355169751469535e6,632,77
132417,6.48523574267569464e6,5.74478875273409940e4,1.00343873939516977e6,1.00508186905362166e6,578,70
132418,1.33370778753348030e7,2.03130946953567880e5,3.13231656370692095e6,3.13889618128459062e6,550,50
132419,8.96136751048670709e6,9.02088960770888953e4,1.42863524485554546e6,1.43148046014429117e6,561,57
132420,1.21986437114762645e7,1.88440615405488963e5,1.23003612850192306e6,1.24438689439996867e6,613,42
132421,5.73135834361355472e6,3.27363164669585494e4,7.98012068379404023e5,7.98683246158950962e5,580,41
132422,4.99271422057149373e6,4.78942140807807154e4,1.16080239763973444e6,1.16179002496517054e6,585,71
132423,8.40076319184290618e6,5.40374165480893571e4,1.07618451031637006e6,1.07754032065258548e6,568,80
132424,8.45289003846501000e6,9.57087740594167262e4,6.90894092806528555e5,6.97491804186194437e5,582,68
132425,1.21343223372884691e7,1.67434307273096987e5,1.07153857196068694e6,1.08454098975168751e6,624,66
132426,2.46947777675151713e7,6.01094251787532237e5,6.02707162633648515e6,6.05697174242395908e6,635,65
132427,1.07792908248987291e7,7.32773876989120909e4,9.87746147826680215e5,9.90460513142458745e5,635,67
132428,9.35748712118451297e6,2.61312523424548999e5,2.25931242265757360e6,2.27437394860065589e6,582,56
132429,2.09061164595831046e6,1.49378164947155619e4,5.36835912487246445e5,5.37043699616376078e5,586,69
132430,1.13122493077427875e7,1.28815796897272274e5,1.79722369179908931e6,1.80183420655015507e6,575,79
132431,3.33199273024917580e6,2.43241342618250674e4,7.12544138612577808e5,7.12959194469590788e5,570,63
132432,2.37953904367143195e6,2.10168476490870162e4,5.69725095057848841e5,5.70112613282481092e5,547,54
132433,5.53948685808572639e6,8.71146433218982711e4,1.16299556639225734e6,1.16625368103562645e6,572,68
132434,1.56158533506049030e7,1.83143819277839444e5,2.70036458939894661e6,2.70656804352290649e6,580,101
132435,4.72339154676848557e6,5.25704955265947647e4,1.15668074286985095e6,1.15787477644426725e6,602,86
132436,3.59205587086606910e6,2.23640647329711828e4,6.56090989507322549e5,6.56472038935458520e5,561,54
132437,7.31051965013036225e6,1.12559812294910909e5,1.43643580741236964e6,1.44083917914536595e6,590,58
132438,2.01379002472885586e7,2.98079099890727142e5,4.91039458295269310e6,4.91943351516033988e6,645,65
132439,1.17447553713117689e7,1.36352210494034603e5,2.49862668355078064e6,2.50234434661950171e6,602,54
132440,2.51789152109690569e6,1.44912101042284230e4,5.19729855841597309e5,5.19931839978484495e5,609,82
132441,6.23564944951674528e6,3.39419277200753277e4,7.37634397132749902e5,7.38414895767108887e5,650,74
132442,6.58930847271477524e6,5.24133940350159755e4,1.62766521365918964e6,1.62850889209438628e6,605,50
132443,6.14342550706185028e6,4.45360242622765072e4,1.02087298522428854e6,1.02184397508515976e6,585,44
132444,4.42192463928252365e6,3.04294871001288157e4,8.72659680675899610e5,8.73190054892140906e5,656,61
132445,8.19058596430779994e6,1.19777667891007644e5,1.93220058360891626e6,1.93590954980444396e6,590,53
132446,5.23554627291414049e6,2.61675763534371763e4,3.30255962218484085e5,3.31291024075615045e5,598,53
132447,3.47114380061303731e6,2.27182638495016981e4,4.60631200091240346e5,4.61191090557733842e5,620,63
132448,3.89737242795137540e7,7.39847255067064660e5,9.33240049137930200e6,9.36168109328270704e6,620,79
132449,1.11788026267727628e8,2.33554111132711172e6,2.74197480424737707e7,2.75190358660226911e7,629,45
132450,1.20826746688232943e7,1.38850714175514004e5,2.03938476835571509e6,2.04410610150949447e6,648,61
132451,5.78877376504501980e6,4.29395417501640623e4,1.25120826347467839e6,1.25194485614704061e6,626,64
132452,3.84032302936750324e6,3.49866269013391357e4,5.33335698845031671e5,5.34482021890775883e5,593,60
132453,4.73997103880731482e6,3.13552278144064767e4,2.25901695541740599e5,2.28067372414220183e5,624,74
132454,6.14684857198900264e6,4.93423515832924240e4,1.48866784319537925e6,1.48948535240322235e6,617,66
132455,9.08365554614537768e6,1.20485842840775716e5,1.52424455419119890e6,1.52899911684296886e6,558,45
132456,7.11035563566275127e6,1.16292806914570960e5,1.45075700387809682e6,1.45541056105877622e6,571,49
132457,7.93095843916355539e6,9.25326478366677620e4,1.00426629190238693e6,1.00852024073244806e6,609,51
132458,4.38402743527433183e6,2.98722992109998595e4,9.08280002326826914e5,9.08771102581377258e5,608,49
132459,4.82900766842652112e7,8.94126612443779479e5,1.11987795573728774e7,1.12344170286540836e7,596,50
132460,9.02634886192676611e6,9.39053405256738333e4,5.33284888491684338e5,5.41489598489971831e5,609,52
132461,7.84980254920408316e6,6.45631115357557283e4,1.78623737243914302e6,1.78740380050772871e6,541,43
132462,3.00957670805350728e7,5.72848170670716558e5,1.18878878206785442e6,1.31961122873790329e6,623,75
132463,1.49588929903648794e7,1.12043686739066732e5,1.51880737564640050e6,1.52293454621529556e6,644,67
132464,4.45836711346444301e6,3.19135655093237729e4,7.30924045255220612e5,7.31620417700171703e5,595,51
132465,2.52471336220391048e6,1.39686042776737831e4,5.84723836558846873e5,5.84890662385341246e5,575,65
132466,7.39499538258439768e6,4.90959597307598015e4,6.88300423294865177e5,6.90049190978277242e5,575,45
132467,1.38919467594851870e7,1.17027380101701172e5,1.52465816932738479e6,1.52914287788623595e6,609,56
132468,2.70474117211618740e6,1.53782590916493100e4,3.83276995828380343e5,3.83585383433621202e5,554,41
132469,2.26908371590913786e6,2.31133907279996783e4,6.04274059108813599e4,6.46969876892549073e4,127,16
132470,3.29140920522624208e6,2.03692190226924322e4,7.70413293483012938e5,7.70682520795001183e5,608,58
132471,3.72716334445838630e6,5.12067183077117152e4,9.06969823372674990e5,9.08414216372964205e5,430,30
132472,8.33877472234254610e6,6.25098376629139821e4,8.07668686207522172e5,8.10084061369453673e5,615,60
132473,6.68286163224034291e6,5.66347951234612483e4,3.78015365664720768e5,3.82234374039422313e5,664,72
132474,5.70172707379328460e6,5.48942930038307604e4,1.30312567961565335e6,1.30428138079102733e6,640,61
132475,1.60745756877189577e7,2.95257971154627157e5,3.85989798610588815e6,3.87117420593217947e6,625,70
132476,4.80296406805146206e6,2.76199078006289928e4,3.06297401365156053e5,3.07540171993778320e5,612,59
132477,1.31495498994106986e7,1.85701016686404153e5,3.11876754000178119e6,3.12429125341526512e6,616,58
132478,1.70522479326330908e7,1.77661759839787788e5,1.01346171349201025e6,1.02891610232493293e6,638,56
132479,4.28057025084997527e6,2.97064938966311747e4,3.93192218834706699e5,3.94312815835080924e5,650,49
132480,9.93810447680635005e6,1.39591226576065790e5,2.39521079412334552e6,2.39927498607850261e6,565,55
132481,2.49249600897265747e7,4.45024987173640809e5,6.01454739143776242e6,6.03098893740153499e6,602,52
132482,9.67306525775902271e7,2.34176979585220665e6,2.30638217378194518e7,2.31824019232407995e7,604,69
132483,1.33182573093242347e7,1.29710113768933399e5,2.78657557766531082e6,2.78959283115918376e6,567,49
132484,1.06095703118546698e7,9.29079531863558950e4,7.26372768592361361e5,7.32290438772629481e5,619,70
132485,5.77977332537819818e6,5.82204230809845030e4,1.00532563820902165e6,1.00701005779689481e6,544,57
132486,4.11038881190403691e6,2.99316052645550953e4,9.29049266930769314e5,9.29531301989509608e5,566,42
132487,7.15233296409191843e6,4.11304588106954252e4,9.06606885893655475e5,9.07539398699455895e5,615,51
132488,3.20942745321362698e6,2.06405675515251023e4,2.96853100091412722e5,2.97569817123194400e5,575,50
132489,9.55390830308651738e6,6.97792026796260325e4,6.17294936435775366e5,6.21226348182248534e5,617,56
132490,5.81996038522992656e6,5.89675484207135814e4,1.34975364230978349e6,1.35104110473933257e6,639,74
132491,8.20613208474617451e7,1.99254081999188941e6,1.92513487818204910e7,1.93541894389466830e7,619,68
132492,2.91729198712474629e7,6.06586834742870764e5,6.51940890574469231e6,6.54756749246516544e6,593,72
132493,4.62424800670383312e6,6.44231856703966696e4,1.03314780686603521e6,1.03515445112505835e6,615,56
132494,9.80094007086843811e6,1.00344857046287798e5,1.61047210801018798e6,1.61359520977673284e6,603,78
132495,7.15755046894072462e6,8.17679400104644301e4,1.35015918480767799e6,1.35263292150312848e6,642,47
132496,1.72805301777970977e7,2.59982644984716899e5,2.57621567306045163e6,2.58930071058105677e6,616,76
132497,4.03139999103244860e6,3.83756094198368082e4,5.83953635885012336e5,5.85213239991773851e5,617,69
132498,5.62023223096114490e6,3.96112238104615608e4,4.29202024305299914e5,4.31026016290814790e5,593,44
132499,8.44006354920903593e6,5.56563308596134448e4,6.19553341410795460e5,6.22048205542011419e5,628,59
132500,5.08378167794377822e6,3.00451002546773270e4,5.24060048580333358e5,5.24920605965640279e5,624,55
132501,7.58503531582725793e6,4.86231895095137443e4,4.12390581259823113e5,4.15247162627142912e5,625,62
132502,2.71165107285760203e6,1.97087485662890176e4,6.82431226874398999e5,6.82715763831000659e5,636,55
132503,1.10863853856379874e7,1.29891098167552002e5,2.15085578473228822e6,2.15477430467775883e6,609,53
132504,2.06926711934105353e6,1.26718071240065146e4,3.61557734394093510e5,3.61779725794547354e5,614,50
132505,9.15050114403257146e6,7.95922189168788609e4,6.00769960371057852e5,6.06019361568881548e5,613,70
132506,3.25757598292133585e6,3.18272804346805060e4,5.59123264198601479e5,5.60028392448067665e5,588,69
132507,6.39128373931452166e6,5.03773427027470389e4,1.23751108932434605e6,1.23853606037875195e6,613,54
132508,8.27893469496533740e6,6.37292644681356614e4,1.02222775988135207e6,1.02421238628601679e6,683,79
132509,9.17418392467509210e6,6.96913987216267851e4,1.91250289926355192e6,1.91377225153550296e6,620,57
132510,1.95131585952512771e7,3.23549562942535267e5,4.16816224423427135e6,4.18070099551981641e6,640,54
132511,5.91527079482596740e6,7.31819162082408438e4,1.05307321760828374e6,1.05561299466413050e6,654,68
132512,9.56258067924860865e6,8.06801669674267032e4,9.43743759062267141e5,9.47186133825274301e5,640,60
132513,4.84860695165243652e6,3.33155058149272518e4,9.39530109252725262e5,9.40120603497307864e5,627,89
132514,8.90614162764316425e6,6.95199406051245751e4,5.88793954622525955e5,5.92883920461478876e5,566,51
132515,4.20743737924727611e6,3.18602540073356904e4,6.34096764250947628e5,6.34896670505471877e5,600,49
132516,1.01672855853824839e7,1.83673704935165471e5,2.20073122243687231e6,2.20838265327662369e6,633,69
132517,7.02053152764486801e6,4.92359249707654308e4,6.57916568451169995e5,6.59756309064407484e5,678,65
132518,1.03197413779939916e7,9.30047359455683036e4,2.28536253488587635e6,2.28725420466731302e6,633,58
132519,6.46134907348076813e6,5.16295732259413926e4,7.57788359209241346e5,7.59545133737638360e5,618,57
132520,5.60152538895874657e6,5.43437390525628434e4,7.54899082581511117e5,7.56852605767212925e5,616,47
132521,4.75461806116104219e6,2.50637950947214558e4,4.99724263612515351e5,5.00352409275323560e5,666,47
132522,1.31482525947604403e7,1.62231824193183624e5,3.10144634389189398e6,3.10568649235904729e6,647,53
132523,3.33054798494166844e7,3.66225753486981208e5,2.12562312512151292e6,2.15694111476610648e6,651,56
132524,1.91688145093994401e7,3.59767534837623767e5,4.23088932726988290e6,4.24615793143982626e6,614,60
132525,1.36302144108195491e7,1.36085082756974065e5,2.95535597734165797e6,2.95848746871742560e6,627,43
132526,5.84978633412854001e7,1.20913601791645004e6,1.33142997833467573e7,1.33690907929690704e7,611,66
132527,4.82414603131328151e6,4.58987580385612382e4,1.08722806690137438e6,1.08819647373421583e6,640,57
132528,5.65279452301606629e6,4.59094583446158213e4,9.90895895480379346e5,9.91958846951504820e5,629,48
132529,4.67285021482232399e6,6.41981121779434397e4,1.00159871610598406e6,1.00365401693629834e6,615,46
132530,4.57894335828279480e7,5.92587279490278801e5,9.77928705048321187e6,9.79722485704815947e6,628,60
132531,4.06819722664974704e7,7.74220838485558052e5,9.53704825340513885e6,9.56842240364226885e6,558,37
132532,5.02196169294578582e6,4.56516393058375324e4,7.94027203936810372e5,7.95338464279843145e5,575,48
132533,3.50020051560517401e7,5.23459508684639412e5,5.82730547882091720e6,5.85076909480528440e6,660,53
132534,1.23593089274184536e7,9.36472534292534692e4,1.48103656437911466e6,1.48399431033367990e6,627,45
132535,7.36790158491133712e6,7.05958254961934726e4,1.29268375507208845e6,1.29461000351641187e6,611,44
132536,5.23705521618761197e7,9.57785002972314018e5,1.17564136657999251e7,1.17953641060090177e7,649,44
132537,7.94836866214481369e6,7.22514709239637014e4,1.59364106356585794e6,1.59527806809157738e6,618,50
132538,7.29903923047679011e6,8.03171498511611426e4,1.78936145544821071e6,1.79116310335043259e6,642,51
132539,1.38773351947806757e7,1.88100006285673968e5,9.90059884647378698e5,1.00776990804084414e6,660,40
132540,8.62551771814979613e6,1.36767499636896799e5,1.95537608645964321e6,1.96015330738571542e6,642,64
132541,4.66034092238074355e6,3.75306093138460201e4,9.09043179391310085e5,9.09817590857271804e5,622,47
132542,1.19786901158263721e7,1.47300319029794249e5,2.15343355769093474e6,2.15846553629556857e6,642,58
132543,5.36526213749532681e6,7.35683838352382591e4,1.19723781552412920e6,1.19949601667580265e6,610,63
132544,1.10719276320978627e7,1.01838309023902504e5,9.41565411399977631e5,9.47056738073098240e5,659,48
132545,3.31822867364172302e7,4.36430008274294087e5,5.81591181155634020e6,5.83226382735922281e6,553,54
132546,7.99792532840146311e6,6.70699033108008589e4,6.73893660648105899e5,6.77223034008608316e5,657,64
132547,1.40418597043442391e7,2.24290970884826238e5,2.00749636289441376e6,2.01998715012119757e6,645,71
132548,9.79489696287325397e6,9.93038219121438597e4,2.03831396709183138e6,2.04073150548718637e6,657,55
132549,1.39588119904662129e7,1.41806440289880033e5,6.62781614479933283e5,6.77782070432904176e5,661,76
132550,1.13037869416535534e7,1.00795919154247647e5,2.19927692012207722e6,2.20158551700809458e6,634,54
132551,4.01174000384249119e6,2.65167440235361391e4,8.19747638273245888e5,8.20176400640846347e5,596,43
132552,7.46473364996499475e6,4.79630855782585859e4,1.25444280670783459e6,1.25535939590191352e6,659,66
132553,1.33929325171572305e7,1.08506465050747676e5,4.72591571542067220e5,4.84888076209768187e5,605,55
132554,9.86104261074549332e6,6.45244403996586261e4,1.81970882625560183e6,1.82085244206152763e6,647,77
132555,5.37120028140527196e6,6.73158345419544639e4,1.07264080573845492e6,1.07475100358888786e6,620,65
132556,3.54227005818126574e7,8.37539485399389989e5,8.02463341741192620e6,8.06822247297676373e6,616,41
132557,1.08023231507563256e7,1.43282842293890397e5,1.42586430331537197e6,1.43304535321281687e6,594,41
132558,2.94693945055001490e7,7.57257645251402282e5,6.19961105917597190e6,6.24568782652068790e6,705,43
132559,9.66224546554178558e6,1.03709961614535991e5,1.21093092505769688e6,1.21536392138288263e6,651,44
132560,4.64477868837276995e7,1.10656576609325013e6,1.69102016929186811e6,2.02090004889936117e6,654,36
132561,1.37017924414020702e7,1.28207253884898179e5,2.99029125322035421e6,2.99303840253259428e6,614,39
132562,2.71783425817319863e7,3.58173431366379140e5,4.02935399332152912e6,4.04524187292094063e6,620,51
132563,7.39615102343670372e6,5.35415157980174408e4,4.36642410100616980e5,4.39912818877132435e5,658,39
132564,5.78110989783684071e6,4.44489027867265249e4,1.31651783780050394e6,1.31726797661138722e6,546,42
132565,5.12285022949538846e6,2.91696335433612512e4,6.34918680562979658e5,6.35588387597577996e5,589,47
132566,1.35314315915928315e7,2.62450135884248011e5,2.85998008466590196e6,2.87199689388955291e6,595,48
132567,6.18998859076689556e6,7.31295211663325754e4,1.49847627526413114e6,1.50025966898916569e6,595,38
132568,5.55428036706899293e6,5.57588587959641372e4,1.34715873889473011e6,1.34831217383611435e6,582,49
132569,7.35672840110824108e7,1.41698560601411271e6,1.71999902964556403e7,1.72582593098440655e7,622,44
132570,5.74880857808333635e6,4.97283448054784749e4,1.13273631149456883e6,1.13382735002089851e6,600,58
132571,7.63356044018999487e6,5.26451858695982955e4,1.07405661099413526e6,1.07534604626392317e6,617,41
132572,1.06459226147272475e7,1.36166635037941945e5,1.94157182579069003e6,1.94634079934675107e6,617,46
132573,5.33365443303433992e6,4.90652923792417932e4,1.08845510531199980e6,1.08956042475670762e6,645,43
132574,4.22519142340731993e6,2.37054568025451699e4,5.81804689074021764e5,5.82287424654471222e5,634,72
132575,3.32744359085026616e6,2.62885856283027497e4,5.56432030952811940e5,5.57052685842737556e5,662,53
132576,3.58245313715303689e6,2.22645798172334071e4,6.13039785696790903e5,6.13443958615296287e5,628,64
132577,1.87727242690407336e7,2.69035557857236359e5,9.04129814009986236e5,9.43308460670891334e5,606,52
132578,1.72624537402833477e7,2.25914208651719149e5,3.68534875854319287e6,3.69226660762282787e6,627,85
132579,9.00090832433357835e6,8.16786239724069455e4,1.75603585443274351e6,1.75793439003489586e6,657,64
132580,5.07231953409928270e6,3.52525849635871418e4,4.55633482241682475e5,4.56995202257415920e5,599,45
132581,1.83617441360660680e7,2.21871806374040287e5,1.80550118283178541e6,1.81908263134764042e6,632,62
132582,1.11496567891529147e7,1.64505136892220005e5,2.26690427261489863e6,2.27286535484696273e6,601,49
132583,6.99396798035755754e6,4.14992280363144528e4,1.07976081252555246e6,1.08055800316015026e6,594,61
132584,7.56639168720018417e7,1.62373399487197888e6,1.75422564063965268e7,1.76172435958030298e7,640,50
132585,9.61060127211539820e6,9.05920885818199749e4,1.14610640576530062e6,1.14968118182819383e6,602,71
132586,5.82930085103825107e6,6.04197520288824526e4,1.36865513874802226e6,1.36998811500560096e6,663,71
132587,6.04296064154472202e6,5.39595457662394110e4,1.02382993126109731e6,1.02525087696885294e6,623,62
132588,3.61871212545471452e6,2.16563961331848077e4,5.15843416569508379e5,5.16297811259723210e5,585,43
132589,9.67204378866757825e6,1.61706422449485806e5,1.88042577977436688e6,1.88736591054873285e6,636,43
132590,8.71926235803432763e6,4.84154713153042903e4,1.00457385696156218e6,1.00573987290616671e6,713,79
132591,9.92639258467402123e6,9.01848685971490777e4,1.30415121032772609e6,1.30726573041717801e6,637,44
132592,7.80569083636324946e6,6.45451854902090199e4,1.42298296728466544e6,1.42444606993463845e6,613,52
132593,6.94073081855857652e6,7.87831724374928890e4,8.27984096736516920e5,8.31723783901783987e5,613,53
132594,3.58132687164324289e6,2.46468263548936302e4,6.54476062330575543e5,6.54939983672629111e5,624,55
132595,1.09513403813256882e7,1.34497514948089607e5,2.07749944470517198e6,2.08184858341751387e6,698,51
132596,7.83633508353868499e6,7.80888655527357187e4,1.68812661538830050e6,1.68993175616818108e6,622,58
132597,1.71850465094904453e7,2.73482546194685914e5,3.59036973250612989e6,3.60077040633935295e6,630,34
132598,1.06480441785745844e7,1.87756352240893495e5,2.08117242057906697e6,2.08962462944561872e6,662,33
132599,5.60997331008458510e6,8.98807176476908062e4,1.21232231380689447e6,1.21564959423304466e6,250,8
132600,7.97242131472609937e6,5.93339101634967155e4,8.55246625026228372e5,8.57302340200960753e5,683,48
132601,1.38501228324201722e7,1.19557600291700801e5,1.90496037603769964e6,1.90870847801889433e6,648,65
132602,8.26013335995206982e6,1.43724585615921940e5,1.82410892649115226e6,1.82976231577086868e6,635,36
132603,4.65490820485210326e6,6.13233084398404535e4,7.90557590700166184e5,7.92932438718242454e5,319,36
132604,3.07154153981183330e6,3.60259518957467662e4,5.73697559618501575e5,5.74827590780243278e5,269,21
132676,5.61563422464244695e2,5.48502134395008056e1,1.68300314076038660e2,1.77012829005278746e2,1,0
132677,9.36653113081696094e5,6.67162254976349050e3,7.49513847115342505e4,7.52477283220093086e4,127,6
132688,1.29441879519638792e7,2.53140898147008731e5,3.02709595049544144e6,3.03766196404744405e6,331,28
132689,1.67425423112555984e7,1.92772045163637114e5,2.72372515141846705e6,2.73053836484055361e6,499,48
132692,4.87806744828323368e6,4.47303245170266237e4,9.20943721497586463e5,9.22029359672034858e5,627,73
132693,8.53425997787280381e6,5.62292836906016382e4,7.60812847517183516e5,7.62887882517190999e5,603,61
132694,1.40057455722688022e6,2.31099571335019100e4,3.28050875087383902e5,3.28863872695543512e5,101,25
132695,3.97171073186607333e6,3.31067789578560332e4,3.66938860678838741e5,3.68429350472039019e5,312,31
132864,1.14064696297845766e7,3.00434057899487088e5,2.51312251371419802e6,2.53101667163278908e6,568,53
132865,8.39654716365698166e6,9.51762031118857994e4,1.97147051243052515e6,1.97376657460345910e6,665,62
132866,7.44618482401490491e6,4.93768438054822618e4,4.32773063025606622e5,4.35580758051542798e5,527,40
132867,4.38364513225864619e7,8.18465571356345084e5,9.03928035928351432e6,9.07625888266880438e6,666,59
132868,8.09493310466449335e6,5.85480130745389833e4,1.68838235111745959e6,1.68939718047589296e6,682,47
132869,5.94695536266998798e7,1.34403075413313229e6,1.25463008279278167e7,1.26180855573624130e7,668,57
132870,1.28787431800748520e7,9.49028566298644582e4,2.48150565840792935e6,2.48331973070466286e6,690,59
132871,4.89562257620457280e6,3.66153306679042144e4,7.43983800970210228e5,7.44884271914772922e5,640,91
132873,5.85728825399757712e5,6.19107950147288011e3,4.50239643672485472e4,4.54476273609175842e4,85,6
132876,8.07080910719165578e6,1.79175831554916920e5,5.11226644608824165e5,5.41716402531244094e5,301,24
132877,4.42751285747929849e6,3.75613767519674439e4,1.03145327670275606e6,1.03213696719202702e6,527,36
132880,8.02972902268995158e6,9.87384575084960670e4,1.51934757067787740e6,1.52255256839162204e6,671,60
132881,1.17508410180774797e7,2.05583546416354628e5,2.81678389927165397e6,2.82427621343117720e6,618,53
132882,3.17811344454409517e7,5.88836414577100077e5,6.46569828301293310e6,6.49245582272905484e6,694,100
132883,5.78354708831632137e6,3.41023367474890401e4,8.35651694860995165e5,8.36347251143741654e5,622,45
132884,6.84324626408320200e6,6.43830398248675483e4,1.01212300044780062e6,1.01416869595375948e6,670,72
132885,1.33153528525548372e7,2.57254681485954439e5,2.15898249277764792e6,2.17425513113498874e6,658,78
132886,6.38685238253416866e6,5.08336871512983998e4,1.23377183634036384e6,1.23481861335828179e6,632,57
132887,4.66365944702677708e6,2.89872622616719564e4,6.81877787906144629e5,6.82493647599158343e5,669,87
132888,7.13000927598241996e6,4.30647090313891895e4,9.13943177490819828e5,9.14957212576617952e5,642,47
132889,3.85011006570456102e7,5.64989577556084143e5,9.22671720604622737e6,9.24399933054392226e6,662,60
132890,3.12368260377490195e5,3.22482631586244406e3,7.46997232885379490e4,7.47692996098774311e4,120,9
132891,7.77634901960466057e6,1.72453459719231352e5,1.84085054295482533e6,1.84891073804719094e6,326,25
132892,9.50822247151654772e6,6.50413739508547515e4,9.49266528920585290e5,9.51492156170691364e5,662,46
132893,3.95459002227353258e6,2.12189382576445969e4,5.97391681557186530e5,5.97768403760607471e5,695,57
132894,2.36415483454753086e7,3.39656314012727293e5,9.37911234504551045e5,9.97518869725562283e5,574,38
132895,4.57952730274990946e6,2.44739552731895310e4,6.13936576798974187e5,6.14424197780618677e5,700,55
132916,1.47050443607697912e3,1.04165291102832853e2,4.54358618188838022e2,4.66146073450166682e2,2,0
