# wavelength_nm,irradiance_W_m2_nm
# source_product=tsis1_hsrs_p025nm
# source_release=TSIS-1 HSRS Version 2
# source_doi=https://doi.org/10.25980/ta3f-7h90
# units=W m^-2 nm^-1
# upstream_spectral_resolution_nm=0.025
# upstream_sampling_interval_nm=0.005
# reference_distance=1 AU
# runtime_grid_method=flux-conserving 1 nm cell means with exact 445/500/551 nm anchors
# runtime_sampling_interval_nm=1
616.000,1.63824922214758262e0
617.000,1.64550919968720621e0
618.000,1.70135774284348273e0
619.000,1.67968955219901206e0
620.000,1.71381035340772492e0
621.000,1.72699895471857578e0
622.000,1.66528056989209516e0
623.000,1.65773100967954057e0
624.000,1.68209715987767616e0
625.000,1.63513453250106755e0
626.000,1.63453386064411621e0
627.000,1.67973628907123240e0
628.000,1.67833282390500416e0
629.000,1.68709576244537307e0
630.000,1.63719713764561914e0
631.000,1.67741918805097368e0
632.000,1.60174883262502887e0
633.000,1.67134177162907327e0
634.000,1.62352681003156052e0
635.000,1.64919864759674595e0
636.000,1.61323695220865715e0
637.000,1.64589504373465223e0
638.000,1.65311839175216302e0
639.000,1.65405755783544439e0
640.000,1.58985004480099690e0
641.000,1.59832820742565174e0
642.000,1.59454669052614539e0
643.000,1.61895660981099399e0
644.000,1.60871875136420051e0
645.000,1.60735606097392392e0
646.000,1.57580262024304751e0
647.000,1.60804581677650460e0
648.000,1.60498863300563088e0
649.000,1.61557814168839964e0
650.000,1.44292363737100815e0
