# schema=nsb-healpix-starlight-v2
# packer_id=candidate-v5-to-healpix-v2-packed-v1
# unit_conversion_id=pixel-flux-ph-m2-s-to-band-radiance-ph-cm2-ns-sr-v1+nested-to-ring-v1
# source_candidate_sha256=sha256:76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# map_type=healpix
# coordinate_frame=galactic
# nside=128
# ordering=ring
# s10_diagnostics=not_provided
# band_definition=300-650 nm combined integrated photon radiance (corrected 300-336 nm UV + measured 336-650 nm)
# calibration_status=production
# dataset_name=NSB Gaia DR3 Starlight packed runtime map
# gaia_source_checksum_manifest_sha256=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# generated_by=nsb-data dataset starlight promote (candidate-v5-to-healpix-v2-packed-v1)
# generation_command=nsb-data dataset starlight promote --apply
# generation_date_utc=2026-08-24T00:00:00Z
# independent_comparison=no_admissible_independent_reference; human review #103
# magnitude_limit=Gaia DR3 catalogue as admitted by the frozen merge report
# map_resolution=HEALPix nside=128 ordering=ring
# photometry_model=gaia_dr3_xp_photon_radiance_300_650nm_packed_v1
# smoothing=none
# source_catalogue=Gaia DR3 GaiaSource and XP continuous
# source_catalogue_checksum=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# source_catalogue_license=CC BY-NC 3.0 IGO
# source_catalogue_release=Gaia DR3
# source_selection=Gaia DR3 full-population admission with photometric-inference fallback and selection-function weights
# validation_report=docs/nsb_components/starlight/production-runs/combined-300-650-validation.json
# version=uv-v2-packed-from-76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# xp_continuous_checksum_manifest_sha256=sha256:f23df1ffb45b19fc3f34d6f37791179cef1ebec6c5b9fd613a488b3be580fccd
healpix_index,integrated_ph_cm2_ns_sr,statistical_uncertainty_ph_cm2_ns_sr,systematic_uncertainty_ph_cm2_ns_sr,total_uncertainty_ph_cm2_ns_sr
118902,9.7385905697258426e-2,8.1642625006643737e-4,3.2255922013905277e-3,3.3273107566725618e-3
118903,2.4106874182773444e-1,2.5027554181480242e-3,4.3163035741848607e-3,4.9894149183637038e-3
118904,5.6713049457624905e-2,1.5946648125222758e-4,2.1943972721589411e-3,2.2001838438415930e-3
118905,6.5820816098053306e-2,4.7239173764740438e-4,2.5229962780255067e-3,2.5668393351996333e-3
118906,1.0388631451716704e-1,1.1357330332786558e-3,3.2197954388482959e-3,3.4142308344499244e-3
118907,6.4878026198831484e-2,3.8371810049943079e-4,2.3841813695124649e-3,2.4148623942952165e-3
118908,5.4145203854780673e-2,1.4638515697603966e-4,1.9049427136219063e-3,1.9105589120370229e-3
118909,8.6814249891904199e-2,4.9995416410907403e-4,2.8275335621842706e-3,2.8713934268031738e-3
118910,6.0385608890269366e-2,3.0243380719632092e-4,2.3426900749991667e-3,2.3621310283798531e-3
118911,9.8737590108218518e-2,6.7999830598291350e-4,3.2724557699250192e-3,3.3423591162912432e-3
118912,3.3271145693272769e-1,1.0228258213276093e-2,1.1141202551007052e-2,1.5124273878769053e-2
118913,5.2058032676791328e-2,1.1098508391286693e-4,2.0015665364009972e-3,2.0046411869687379e-3
118914,1.1251943155807607e-1,2.2088928718997703e-3,4.4866100164247455e-3,5.0008876371112829e-3
118915,7.7018373608213772e-2,3.7765685780446296e-4,2.8668522769562201e-3,2.8916200788028502e-3
118916,9.3825806578926571e-2,4.6127247232942642e-4,2.7611094659773230e-3,2.7993745331481600e-3
118917,9.1450508361889768e-2,4.0933696493901199e-4,3.2727160354012593e-3,3.2982157296389848e-3
118918,1.2034479014992701e-1,7.1006628451457279e-4,4.5558261812461863e-3,4.6108292445212647e-3
118919,1.4022001323173860e-1,1.0897502721442713e-3,3.8471784513459803e-3,3.9985419457771567e-3
118920,1.0337283850557744e-1,6.3220529715767341e-4,3.4033682931528713e-3,3.4615891259062669e-3
118921,7.9071019876563758e-2,2.6415785547573837e-4,2.9429805778055911e-3,2.9548120166857433e-3
118922,9.6071344622686183e-2,2.5394800282693030e-4,3.1944674544204916e-3,3.2045455068529637e-3
118923,1.0805598211575296e-1,5.4197288231606488e-4,3.7493791442362503e-3,3.7883477364676729e-3
118924,7.0485503607435954e-2,1.4823365779394835e-4,2.7600213166974687e-3,2.7639990748781740e-3
118925,1.9133195727738772e-1,1.1088067922638432e-3,5.1668959476361886e-3,5.2845308435347125e-3
118926,1.1068484319547144e-1,5.9135027007465202e-4,3.8934062523686714e-3,3.9380588349973676e-3
118927,1.4372305730584611e-1,1.0393328173924617e-3,3.8932508375381434e-3,4.0295923850062563e-3
118928,1.4769998656992445e-1,7.1738869757391412e-4,3.8757428963745919e-3,3.9415770374565699e-3
118929,9.1440697354326556e-2,5.1638764680564343e-4,3.4823953241052415e-3,3.5204734617837303e-3
118930,1.0612443589480100e-1,6.1736659946521591e-4,3.7377654214296235e-3,3.7884075630494423e-3
118931,1.3006323928312685e-1,5.1716746785951840e-4,4.2935330561222739e-3,4.3245679892709400e-3
118932,1.0667040548172101e-1,2.8243250532463554e-4,3.6326879460900903e-3,3.6436506190539435e-3
118933,1.0426617322209816e-1,2.4379513571188446e-4,3.6897423794694292e-3,3.6977878380255271e-3
118934,9.3607392535177775e-2,5.2617793912120893e-4,3.5218274951474391e-3,3.5609173156918887e-3
118935,1.6371108210414750e-1,3.3759244662947634e-3,6.3199137288849809e-3,7.1650663320499998e-3
118936,9.1548489394775223e-2,4.7798321144888858e-4,3.5264044140446535e-3,3.5586508738313471e-3
118937,1.2129865849558989e-1,2.9662718503597991e-4,3.8517662008776049e-3,3.8631710489085871e-3
118938,1.3999862417342315e-1,5.4753790410428673e-4,4.1957846542800686e-3,4.2313599021500201e-3
118939,9.1450640055322677e-2,2.1416161157730660e-4,3.4630495696969348e-3,3.4696653322837229e-3
118940,1.2032229419008447e-1,2.9448971936272899e-4,4.0834746289604177e-3,4.0940797794099919e-3
118941,9.9671666198751660e-2,2.1787033984775616e-4,3.7796747697461191e-3,3.7859488705000695e-3
118942,1.0382254214657684e-1,3.2101056825902538e-4,4.0373033270349745e-3,4.0500451774544022e-3
118943,8.3505440318342472e-1,3.1533202224672464e-2,3.1954413697938569e-2,4.4893511750820882e-2
118944,1.0712051358644967e-1,3.3339986697426366e-4,4.1208544975930910e-3,4.1343194435882261e-3
118945,2.4903412639654537e-1,3.9356420035163465e-3,7.3659680558457504e-3,8.3514527706011841e-3
118946,1.1507102587532513e-1,6.5764830397543558e-4,3.8133699092245234e-3,3.8696629512530952e-3
118947,1.0904663536330512e-1,5.2271472472439245e-4,4.1218924543350768e-3,4.1549041010049970e-3
118948,5.7931824409403518e-2,7.3908786626094758e-5,2.7883156657279354e-3,2.7892950293011962e-3
118949,7.3685444807627759e-2,1.6737380676693124e-4,3.0143977382715305e-3,3.0190408602216983e-3
118950,9.1971143507635120e-2,6.3002238398534953e-4,4.4695777876280051e-3,4.5137627101986917e-3
118951,5.1257736687513572e-2,3.2112859173944863e-4,2.4654412004641961e-3,2.4862670583384438e-3
118952,5.6695966513828043e-2,8.8401073665489327e-5,2.5677607706693930e-3,2.5692820252385461e-3
118953,7.6509656173569654e-2,3.7332423446487299e-4,3.2131894738768713e-3,3.2348041021168358e-3
118954,8.0620338156673341e-2,3.2419265144628873e-4,3.5186427558391940e-3,3.5335460543866426e-3
118955,6.6665038690976647e-2,1.9407398910481458e-4,3.0726197886745523e-3,3.0787427757124346e-3
118956,6.8906069202233092e-2,1.7175291452620206e-4,3.2689916586466201e-3,3.2735005006795741e-3
118957,1.1547257274784820e-1,3.2410638469250241e-4,4.8143580967970716e-3,4.8252553127056362e-3
118958,9.6175751227917675e-2,3.2459288092616048e-4,4.0304960806337997e-3,4.0435453743407354e-3
118959,9.5511470790003036e-2,2.7647955920892460e-4,4.0144392092167462e-3,4.0239486963873101e-3
118960,1.2356275579607370e-1,6.3443551969814371e-4,5.0883557638728358e-3,5.1277551431784026e-3
118961,1.4371224590756457e-1,4.3661416637206623e-4,4.6086838332166230e-3,4.6293194537457708e-3
118962,2.5532772519671731e-1,7.0523366511085128e-3,1.0622723841186277e-2,1.2750596615322586e-2
118963,1.2168926367758123e-1,5.1095202379665351e-4,4.6924090729598966e-3,4.7201456416744456e-3
118964,9.3868846966487840e-2,1.7086948864864068e-4,4.1147194060172894e-3,4.1182656753063328e-3
118965,9.1728611151122103e-2,1.1310874992371979e-4,4.0956429050782363e-3,4.0972044609986205e-3
118966,9.4282773601074787e-2,3.4769806451750811e-4,4.3581245743458058e-3,4.3719725238827879e-3
118967,2.6329244642702876e-1,6.4693240745713259e-3,1.0732490622615675e-2,1.2531500666175682e-2
118968,1.4480092340410236e-1,6.5533016552493369e-4,5.8197826663144037e-3,5.8565628067135528e-3
118969,1.0951091605811836e-1,3.0135961890577110e-4,4.8147647654852343e-3,4.8241867052245310e-3
118970,1.2929510158756738e-1,4.1609704647615044e-4,5.3777357556502089e-3,5.3938092856241132e-3
118971,1.4341744226244807e-1,7.7054356762582216e-4,5.9908619858385229e-3,6.0402123077731816e-3
118972,1.3921656949847441e-1,3.0179471883594826e-4,5.4468801937616416e-3,5.4552345410174737e-3
118973,1.2906715434543370e-1,2.2293401864131681e-4,5.4444917496337423e-3,5.4490540452905639e-3
118974,2.0095128615809196e-1,4.7961036428788713e-4,5.9939232208142323e-3,6.0130808807589160e-3
118975,1.9098154671514173e-1,6.3656719614780101e-4,6.4121765446000494e-3,6.4436965970109507e-3
118976,2.3285174527755303e-1,6.3785617362297460e-3,1.0671023281355149e-2,1.2432087020855262e-2
118977,1.1369100250489436e-1,2.6603349298900063e-4,5.3580354056261817e-3,5.3646357963365657e-3
118978,1.4423456848461677e-1,3.1952459832403752e-4,6.1969818889377531e-3,6.2052139770322713e-3
118979,1.4050301228858528e-1,6.7640096365337386e-4,6.4375525125538050e-3,6.4729900830697261e-3
118980,1.3160055386511524e-1,3.3943909222518482e-4,6.1670977457148994e-3,6.1764321013456028e-3
118981,1.5182387707858019e-1,2.8064202147037030e-4,6.1514158295327909e-3,6.1578142755397856e-3
118982,1.2737607321818115e-1,1.9691806513132752e-4,6.0729133819446912e-3,6.0761051397238003e-3
118983,1.6613420946462729e-1,4.4099683788718301e-4,6.9560819690022997e-3,6.9700469561191193e-3
118984,1.1629127878156692e-1,2.0961313815543968e-4,5.9791503601577204e-3,5.9828234719956075e-3
118985,1.4836894618629179e-1,3.8705954901790523e-4,6.7029964082871187e-3,6.7141623412005731e-3
118986,1.4066558049881481e-1,3.5738798577465453e-4,6.3767460139309510e-3,6.3867531577915509e-3
118987,1.8950698329216165e-1,8.4373681603783690e-4,7.6704612022510527e-3,7.7167264348281996e-3
118988,3.8356763726517334e-1,4.3034569570909774e-3,1.0217291955708713e-2,1.1086604380500131e-2
118989,1.2811231820745467e-1,2.3987124217584644e-4,6.2024218331002143e-3,6.2070584666604521e-3
118990,1.3348709239850157e-1,2.5912317252709395e-4,6.3904582031052357e-3,6.3957095669030734e-3
118991,1.2060970806719049e-1,2.7007643512609077e-4,6.4044208867579501e-3,6.4101129612161986e-3
118992,1.3287250303974033e-1,2.2580599829160705e-4,6.3716843874531233e-3,6.3756842991304361e-3
118993,1.4392806240218251e-1,2.2721454858377869e-4,6.4913485590583891e-3,6.4953239000282003e-3
118994,1.2944596744996420e-1,6.0292684328342632e-4,6.5776041118062031e-3,6.6051795304898093e-3
118995,1.2484683845349936e-1,2.8417145312812595e-4,6.1103153257964305e-3,6.1169197146468818e-3
118996,1.5616524710864113e-1,6.6551816698362087e-4,7.0836548647657720e-3,7.1148493078704795e-3
118997,1.7210600928169165e-1,5.1237407397211946e-4,7.0395829053543565e-3,7.0582047769270680e-3
118998,1.3065145537311790e-1,3.6198230051281830e-4,6.7582920528123343e-3,6.7679792151713125e-3
118999,1.3240529867052067e-1,2.5736028341939119e-4,6.6887553207962388e-3,6.6937046586297575e-3
119000,1.6259739043603330e-1,3.8321728398531919e-4,7.8452289023147742e-3,7.8545828671203258e-3
119001,3.3372675834548687e-1,2.7142165281897729e-3,1.0020826826755039e-2,1.0381904529213896e-2
119002,1.2273295133411445e-1,1.3968811119499544e-4,6.8561444416066607e-3,6.8575673071857727e-3
119003,1.3517167389739640e-1,2.2495061889014049e-4,7.0875667593497073e-3,7.0911356882503648e-3
119004,1.5219081541858442e-1,3.3044168300141042e-4,7.1217848561265307e-3,7.1294467697583649e-3
119005,1.6567840077576487e-1,8.6302674368410098e-4,7.9601573397079760e-3,8.0068046081580354e-3
119006,1.5276805545425884e-1,5.4288752167266409e-4,7.1792169772596694e-3,7.1997141101408568e-3
119007,5.6817251816878556e-1,1.5438757221363441e-2,2.0898220221975284e-2,2.5982510136366314e-2
119008,1.8605986569328364e-1,2.8374105241007574e-4,9.1553484859093308e-3,9.1597442586168892e-3
119009,1.7895917919363141e-1,1.3701928476064123e-3,8.6223912663411575e-3,8.7305818585881236e-3
119010,1.9401950274845098e-1,2.1997992394279294e-3,9.0303131544410900e-3,9.2943892946798553e-3
119011,1.6455415540582927e-1,4.1329344707210824e-4,7.3079488469307754e-3,7.3196262078571751e-3
119012,1.5252006015475336e-1,5.9599357535332310e-4,7.5983686939617772e-3,7.6217068397597693e-3
119013,1.5179204186134293e-1,4.6450145379939051e-4,7.6683042268047702e-3,7.6823597491534881e-3
119014,1.4173929039375155e-1,2.5177617103986223e-4,7.6528466549496158e-3,7.6569872119833801e-3
119015,1.4804663312159566e-1,2.1585059963975272e-4,7.4012158362478245e-3,7.4043627231579106e-3
119016,1.5452540435510773e-1,4.2091636887768449e-4,8.2086195387193073e-3,8.2194041950152050e-3
119017,1.5455111242977865e-1,2.0219391630321829e-4,7.6974440822350455e-3,7.7000992057846464e-3
119018,1.6340743076974812e-1,4.7130803424750656e-4,7.9433131952221566e-3,7.9572831909224314e-3
119019,1.5989666695870075e-1,9.2919157869464667e-4,8.5151490050458193e-3,8.5656966773316155e-3
119020,1.7106515479061798e-1,5.9560510904646785e-4,8.4339794477740343e-3,8.4549840195825964e-3
119021,1.5809102222057231e-1,2.8714541926776942e-4,8.4876938328882316e-3,8.4925496226195447e-3
119022,1.7872329008688026e-1,3.9142669799983925e-4,9.2675593343746476e-3,9.2758218436999815e-3
119023,1.9826346783741386e-1,9.5908462034332599e-4,9.1878602143791333e-3,9.2377821271098452e-3
119024,1.9651612695979423e-1,8.3776954081025501e-4,1.0274386082817204e-2,1.0308485203088632e-2
119025,1.5761378650242044e-1,2.8317106674681264e-4,8.9902921821931134e-3,8.9947506565910516e-3
119026,1.4407914111638365e-1,1.6526670299831750e-4,8.9428980398245216e-3,8.9444249917933344e-3
119027,1.8016093423183305e-1,6.4333556022325795e-4,1.0282702921778557e-2,1.0302808356006677e-2
119028,1.5980080038773375e-1,1.9869683396121825e-4,9.9682982289186293e-3,9.9702783317462355e-3
119029,1.6474469947734571e-1,1.3843271056265976e-4,1.0033764443802287e-2,1.0034719354773444e-2
119030,1.6959524320266114e-1,1.5597154265373637e-4,1.0481389738942254e-2,1.0482550165953022e-2
119031,1.8554223890503840e-1,3.1042473625019878e-4,1.1319981049693733e-2,1.1324236596005103e-2
119032,1.9813711757455191e-1,4.6316525100473178e-4,1.3750341528118390e-2,1.3758139924773096e-2
119033,1.9737136499869690e-1,9.2396317973721521e-4,2.1736809148556524e-2,2.1756437666085888e-2
119034,1.9982626372750614e-1,3.4179419393040762e-4,1.2709059170947007e-2,1.2713654403106794e-2
119035,1.8846173213466025e-1,5.9490652845640838e-4,1.3063787337475803e-2,1.3077325926059700e-2
119036,3.1795158619687941e-1,2.6522741828849316e-3,1.6253035240591358e-2,1.6468020915492626e-2
119037,1.7478999076118068e-1,2.3586383334046979e-4,1.3917736494222606e-2,1.3919734942537300e-2
119038,1.8300671505132038e-1,4.1570556726566846e-4,1.9200974368728169e-2,1.9205473902697941e-2
119039,3.1004263237652041e-1,2.0308334353265887e-3,1.6343435813386171e-2,1.6469128046994897e-2
119040,2.0263633582734980e-1,5.3686337795912857e-4,2.0239773432394761e-2,2.0246892375899727e-2
119041,2.4445363426134736e-1,2.8371803708502718e-3,2.7040920202146341e-2,2.7189353759065036e-2
119042,2.0630492093733338e-1,9.4619624163431667e-4,2.4594518863970048e-2,2.4612713086489702e-2
119043,1.7226275861821622e-1,4.1845179343012935e-4,2.0275715179973369e-2,2.0280032740674442e-2
119044,2.5075742029910486e-1,2.6748213561725615e-3,1.7347099010277412e-2,1.7552108516067359e-2
119045,1.6033411034946227e-1,2.5570484516485904e-4,1.9813691440139097e-2,1.9815341366044698e-2
119046,1.4899681037885226e-1,2.1134873917729973e-4,2.0628579399204212e-2,2.0629662050523856e-2
119047,1.7240856635312515e-1,3.2497964756273014e-4,1.4002475377523974e-2,1.4006246052011768e-2
119048,2.5383388624088099e-1,2.5638210990365493e-3,4.5650712013051153e-2,4.5722649594335613e-2
119049,1.3868119838460544e-1,2.2372236309707328e-4,2.3284302361367526e-2,2.3285377131395901e-2
119050,1.8159068827022798e-1,3.7542838996300630e-4,1.2723341218952914e-2,1.2728878907818097e-2
119051,1.3248480962156092e-1,2.8179483136513313e-4,1.6063822785259411e-2,1.6066294246129178e-2
119052,1.1822850429515708e-1,2.8104394381215904e-4,1.9041542704858295e-2,1.9043616628132788e-2
119053,1.1112110933425111e-1,1.3843922004460514e-4,9.6862373224568411e-3,9.6872265837339867e-3
119054,9.8844389536245178e-2,2.9417606378181826e-4,1.0164384028261492e-2,1.0168640136738025e-2
119055,1.0054497075338321e-1,4.1757783395175756e-4,1.7917705042908516e-2,1.7922570274714424e-2
119056,1.9902530495761769e-1,2.8157826540052360e-3,3.1479421948802280e-2,3.1605104622281062e-2
119057,1.0500848234132788e-1,9.4803803787096608e-5,9.7506766051100868e-3,9.7511374730671115e-3
119058,1.2362775049216451e-1,2.5780628793039526e-4,1.3873017127591257e-2,1.3875412365206913e-2
119059,2.3258931749471948e-1,2.6164845529972245e-3,4.3011018381297117e-2,4.3090529047719428e-2
119060,1.0104927357344412e-1,1.5842524097639687e-4,1.1981685288860315e-2,1.1982732614819965e-2
119061,1.0095244061390478e0,2.1943342276834300e-2,2.2451687495059142e-1,2.2558665166152408e-1
119062,2.0799352559451731e-1,1.3378324007011914e-3,2.9189670784097579e-2,2.9220312729612695e-2
119063,1.1813871548782930e-1,1.4302565159686194e-4,1.4637259225432049e-2,1.4637957984961918e-2
119064,1.6013273225829219e-1,4.3547304662510023e-4,1.1423303601314598e-2,1.1431601022697741e-2
119065,3.7011793849687502e-1,9.5227191683950694e-3,7.6614913848718449e-2,7.7204450677449077e-2
119066,1.3352150270944294e-1,3.4509743959431407e-4,1.3998367409017855e-2,1.4002620553334573e-2
119067,1.3641034711904107e-1,3.1097710236322737e-4,1.1384830752185757e-2,1.1389077136191004e-2
119068,1.4505662880406892e-1,8.3505852658802640e-4,1.6616366568926736e-2,1.6637336346175535e-2
119069,1.4661859945498340e-1,6.0753447466631630e-4,1.3081987580658578e-2,1.3096087094946085e-2
119070,2.0201544558541101e-1,9.4960441515643185e-4,1.9064506726726532e-2,1.9088142006981345e-2
119071,1.2271055247147843e-1,4.7919744549376796e-4,1.8933143064450184e-2,1.8939206332122416e-2
119072,1.4270940778054730e-1,3.8905234038080191e-4,1.7280316829364119e-2,1.7284695873713271e-2
119073,1.6044867809126456e-1,6.2043080104284224e-4,1.4586081137420480e-2,1.4599270438151905e-2
119074,1.1086198529822215e-1,5.3039258753481461e-4,1.2859717370209961e-2,1.2870650610539923e-2
119075,1.0587908623702369e-1,2.9784359915442117e-4,1.1326932333494334e-2,1.1330847580702720e-2
119076,9.1176982935307502e-2,2.6130279720295321e-4,8.2240237815683643e-3,8.2281739354262626e-3
119077,1.1455182159320781e-1,4.4546587144121886e-4,2.0854015438912035e-2,2.0858772729213968e-2
119078,1.0436069495922405e-1,3.4849228514970267e-4,1.4072176578636179e-2,1.4076491058965137e-2
119079,8.9627158326355844e-2,1.2977955670645641e-4,7.0833252683420523e-3,7.0845140687609580e-3
119080,7.7534004843305762e-2,1.8258491814151598e-4,1.0819052176519626e-2,1.0820592740260895e-2
119081,1.0698013828800283e-1,3.8526056122757809e-4,1.7911006707980303e-2,1.7915149650319775e-2
119082,7.4753424264174848e-2,1.9120994455899506e-4,6.4166866374368095e-3,6.4195349244285885e-3
119083,1.0668357527643413e-1,1.3068729618820512e-3,1.3402508492291944e-2,1.3466074068727530e-2
119084,6.3406929758909478e-2,2.0295059025260287e-4,1.1192641367315681e-2,1.1194481217074337e-2
119085,7.4924013963970013e-2,1.6575699016781808e-4,6.6506832277624071e-3,6.6527485128952289e-3
119086,5.7482864802272549e-2,9.1817248257109699e-5,6.7327464879217832e-3,6.7333725337085440e-3
119087,7.7987206521512198e-2,3.1813850572937579e-4,1.5084984924616449e-2,1.5088339281867081e-2
119088,7.4511427385213588e-2,3.9517357565233615e-4,4.5383889636282206e-3,4.5555610565633170e-3
119089,6.9914199946207137e-2,1.2275036963876163e-4,5.6947489278961587e-3,5.6960717169836353e-3
119090,6.7301454975014510e-2,2.7871188291967325e-4,1.1712184213711486e-2,1.1715499962425555e-2
119091,9.4320136461016446e-2,8.3422265652310392e-4,5.3838582543672730e-3,5.4481058308163471e-3
119092,1.0082855136534996e-1,1.9094270401226576e-4,4.3679102128683124e-3,4.3720817403034478e-3
119093,9.1002972880012564e-2,2.8515113819337187e-4,5.1491637959521861e-3,5.1570533223108820e-3
119094,9.5415170846658251e-2,6.3302861733631629e-4,6.0981343632411714e-3,6.1309027020912295e-3
119095,1.4439965074027047e-1,7.9393007815656410e-4,6.4310916149802567e-3,6.4799123704932203e-3
119096,7.6687952661418840e-2,2.2479314261945321e-4,4.5687444323049614e-3,4.5742712692500341e-3
119097,8.0271479281064054e-2,1.7281058027321771e-4,4.3679493056494757e-3,4.3713664492213544e-3
119098,8.8692865349388736e-2,3.1118085261108594e-4,4.5037207087671415e-3,4.5144583003511908e-3
119099,1.1897678793586419e-1,4.9991363869214458e-4,5.1887123612568619e-3,5.2127391661208394e-3
119100,9.4965776836515248e-2,1.3630089952578332e-4,4.6456106035160224e-3,4.6476096882926863e-3
119101,1.1433649170299727e-1,2.5526352848159446e-4,6.6370348271574692e-3,6.6419417918161588e-3
119102,1.2078295000606959e-1,3.6538978151447708e-4,7.0083519009723422e-3,7.0178704790198167e-3
119103,1.1248904519849103e-1,2.1067516668773530e-4,6.9723198981234908e-3,6.9755020455611423e-3
119104,1.5224805230004174e-1,5.0955555667155702e-4,5.7263630654039999e-3,5.7489895479256141e-3
119105,9.2103645003464824e-2,2.2355042727071695e-4,4.3095829594802151e-3,4.3153771652284538e-3
119106,1.1615148298438467e-1,3.0063948414505001e-4,5.1049613968240934e-3,5.1138063086600370e-3
119107,9.7122894386447861e-2,1.4550323191908523e-4,4.4147457006788234e-3,4.4171428313063473e-3
119108,1.1471468561709483e-1,5.6598523401725032e-4,5.0034467996627674e-3,5.0353569051439801e-3
119109,8.5629217489655740e-2,1.6316588779840204e-4,4.2452691182033051e-3,4.2484035816894444e-3
119110,8.8277178077671534e-2,3.7079809727532829e-4,4.6486946587872332e-3,4.6634593661336807e-3
119111,1.0561736275128251e-1,2.6105463545021636e-4,4.6401972437770909e-3,4.6475348286856939e-3
119112,2.1635980523274417e-1,3.3821206423557265e-3,7.2925309402704962e-3,8.0386409021831039e-3
119113,1.1787477070576199e-1,4.7415013212184586e-4,4.8071793155066217e-3,4.8305063212075276e-3
119114,1.1144734586040005e-1,3.9696100890514890e-4,4.4024879769680751e-3,4.4203482249636676e-3
119115,1.0677318808382248e-1,3.2894628933784426e-4,4.2145938732779300e-3,4.2274114039138654e-3
119116,1.0865961756404133e-1,2.0656052369853812e-4,4.3111784156521478e-3,4.3161240229557330e-3
119117,8.1404654606756915e-2,1.2939959669059140e-4,3.7911606020796479e-3,3.7933682877338191e-3
119118,9.8999271707647787e-2,2.2887294170223670e-4,4.0297178334074771e-3,4.0362121649295995e-3
119119,1.2122233556485623e-1,1.3285695361214226e-3,5.2563291508650190e-3,5.4216319641361924e-3
119120,2.1503339744297995e-1,2.7286043803653268e-3,7.0826319264400165e-3,7.5900564470876147e-3
119121,1.0229277798981586e-1,2.7201989686437928e-4,4.1252351812617622e-3,4.1341940115347600e-3
119122,9.2888611522374973e-2,1.9676584906364253e-4,3.7133424227285593e-3,3.7185519692204570e-3
119123,1.4468487359682403e-1,4.5153846058090965e-4,3.9472896430031755e-3,3.9730319036151620e-3
119124,9.7178580512620127e-2,3.0582421783713055e-4,4.0020911461598569e-3,4.0137590852450042e-3
119125,1.2522011388909046e-1,3.5849341209481334e-4,4.3777440158106386e-3,4.3923980004641240e-3
119126,9.7953001157164085e-2,1.7613147493573039e-4,3.9381583010349641e-3,3.9420950141357113e-3
119127,1.0096859906026677e-1,1.6599776761517217e-4,4.0814588183554811e-3,4.0848330865269067e-3
119128,1.5573885435626492e-1,3.5512778328919111e-4,4.2866256547339629e-3,4.3013108753364093e-3
119129,1.4956360468570606e-1,3.2679469845346308e-4,3.9554836776348511e-3,3.9689603045348050e-3
119130,1.0413749726213270e-1,2.2726942994133944e-4,3.8420878422874513e-3,3.8488037598244608e-3
119131,1.3982557185759678e-1,7.0391988878317868e-4,4.8135973953750419e-3,4.8647942499745979e-3
119132,1.1965709316417444e-1,3.6530623463537453e-4,3.9522117946524877e-3,3.9690586686081768e-3
119133,1.2791595870024017e-1,4.8833835539755508e-4,4.4433635956844068e-3,4.4701179394738399e-3
119134,1.0585316395457216e-1,4.0131809092322713e-4,3.9489112599261191e-3,3.9692513587417915e-3
119135,1.3539254638631518e-1,5.9427387869108699e-4,4.0753993660961737e-3,4.1184999011863099e-3
119136,7.9648240948734336e-2,1.6532018791919152e-4,3.1357649635057553e-3,3.1401198497643186e-3
119137,1.0903715157507542e-1,2.7289477554153408e-4,3.4417919994845078e-3,3.4525937679132524e-3
119138,6.8090357664448056e-2,1.7632039244589749e-4,2.7593660907646489e-3,2.7649936896228275e-3
119139,1.4769933253727233e-1,5.9896557783033384e-4,3.2931587253577778e-3,3.3471860052625827e-3
119140,8.6935851785382087e-2,2.6258827082995066e-4,2.8694897887108291e-3,2.8814795240454478e-3
119141,7.8395973652091305e-2,2.7880290467790104e-4,2.6030592444006261e-3,2.6179473809678439e-3
119142,1.4359323113502884e-1,1.8278250805567949e-3,4.1258750330045975e-3,4.5126255454095840e-3
119143,7.2749481198520968e-2,1.5767747060289132e-4,2.5784137819609351e-3,2.5832304999248165e-3
119144,6.1145334769750294e-2,1.1660349010844486e-4,2.4980260202820156e-3,2.5007459630901085e-3
119145,7.5716988922032324e-2,1.7808155026643817e-4,2.7576802380472770e-3,2.7634242044720140e-3
119146,1.0918860098148715e-1,4.0422690162961086e-4,3.2414468330345938e-3,3.2665542945726576e-3
119147,9.4372459639204001e-2,1.7209995158769931e-4,3.1580483231580555e-3,3.1627341976109679e-3
119148,9.5541619157021515e-2,6.3972035199177577e-4,3.4589357460434161e-3,3.5175955742537271e-3
119149,1.8703312305230617e0,2.9027569653684099e-2,7.8230012946051683e-2,8.3441804424034940e-2
119150,7.2733874183341929e-2,2.0215322688067955e-4,2.7940075567916924e-3,2.8013111491848514e-3
119151,1.0809563842625351e-1,3.7222177264363223e-4,3.6993793263935433e-3,3.7180581556207422e-3
119152,6.0289908921848961e-2,1.4797933281950984e-4,2.6121661452304778e-3,2.6163543057525595e-3
119153,1.1526129154521585e-1,1.0683322771894287e-3,3.5946198281808176e-3,3.7500167417806869e-3
119154,7.3538193490521778e-2,1.4523446984776852e-4,2.9200290397322702e-3,2.9236385966996204e-3
119155,6.6350973636950888e-2,1.5070363731406396e-4,2.6506886137312780e-3,2.6549692490242392e-3
