# schema=nsb-healpix-starlight-v2
# packer_id=candidate-v5-to-healpix-v2-packed-v1
# unit_conversion_id=pixel-flux-ph-m2-s-to-band-radiance-ph-cm2-ns-sr-v1+nested-to-ring-v1
# source_candidate_sha256=sha256:76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# map_type=healpix
# coordinate_frame=galactic
# nside=128
# ordering=ring
# s10_diagnostics=not_provided
# band_definition=300-650 nm combined integrated photon radiance (corrected 300-336 nm UV + measured 336-650 nm)
# calibration_status=production
# dataset_name=NSB Gaia DR3 Starlight packed runtime map
# gaia_source_checksum_manifest_sha256=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# generated_by=nsb-data dataset starlight promote (candidate-v5-to-healpix-v2-packed-v1)
# generation_command=nsb-data dataset starlight promote --apply
# generation_date_utc=2026-08-24T00:00:00Z
# independent_comparison=no_admissible_independent_reference; human review #103
# magnitude_limit=Gaia DR3 catalogue as admitted by the frozen merge report
# map_resolution=HEALPix nside=128 ordering=ring
# photometry_model=gaia_dr3_xp_photon_radiance_300_650nm_packed_v1
# smoothing=none
# source_catalogue=Gaia DR3 GaiaSource and XP continuous
# source_catalogue_checksum=sha256:9ec782f9c83b29885924c7d47bba18d70c86b8cbefbc408b19090b6a76e8e369
# source_catalogue_license=CC BY-NC 3.0 IGO
# source_catalogue_release=Gaia DR3
# source_selection=Gaia DR3 full-population admission with photometric-inference fallback and selection-function weights
# validation_report=docs/nsb_components/starlight/production-runs/combined-300-650-validation.json
# version=uv-v2-packed-from-76191c8b682d96adfc3a017f44f3fcfd0bec5dcb9a958d31668250b8a0ba396a
# xp_continuous_checksum_manifest_sha256=sha256:f23df1ffb45b19fc3f34d6f37791179cef1ebec6c5b9fd613a488b3be580fccd
healpix_index,integrated_ph_cm2_ns_sr,statistical_uncertainty_ph_cm2_ns_sr,systematic_uncertainty_ph_cm2_ns_sr,total_uncertainty_ph_cm2_ns_sr
47491,1.5703661874143818e-1,3.1196514864007120e-3,3.9694919738193432e-3,5.0486722934667046e-3
47492,2.2721032708331597e-2,1.7980012341337875e-4,6.8598777700241899e-4,7.0915958329291918e-4
47493,4.9576900577676844e-2,4.1297384780497793e-4,1.3666654994544507e-3,1.4276981425952518e-3
47494,7.5848887763465989e-2,2.3129189443083695e-3,2.7046878492079287e-3,3.5587821518875741e-3
47495,2.5732328864393410e-2,1.4035284202446860e-4,7.2499780533783755e-4,7.3845835225084047e-4
47496,2.5578061307863539e-2,1.8513364851627815e-4,6.6139202046645135e-4,6.8681429262184375e-4
47497,2.4027610347955124e-2,1.2262893222467487e-4,6.2034438008969029e-4,6.3234880005217536e-4
47498,2.7100359776120148e-2,1.3393465344506219e-4,7.0848907463543301e-4,7.2103762750027201e-4
47499,4.1565428564843951e-2,2.3863231139957351e-4,8.5346875109027236e-4,8.8620217170321371e-4
47500,7.0749593010590736e-2,1.8149644713291318e-3,2.3086546736903616e-3,2.9366617841589085e-3
47501,2.4339886822454200e-2,9.7635696743951768e-5,6.9751931945406624e-4,7.0431948027180151e-4
47502,2.6470566672263871e-2,1.5317092085718881e-4,7.3094872956384915e-4,7.4682486316889865e-4
47503,3.3230023847676766e-2,1.5051353715816418e-4,8.2034399988241999e-4,8.3403753093667780e-4
47504,5.0515872559007892e-2,4.2602660334117973e-4,1.1302346022095569e-3,1.2078613011377666e-3
47505,2.7614089940945562e-2,1.3987965268550515e-4,7.6329888622514864e-4,7.7600999152586286e-4
47506,5.4752759712951904e-1,1.3841589901764878e-2,1.2545824234862868e-1,1.2621949209300393e-1
47507,2.0078978555389834e-1,3.3609766497293947e-3,3.1554719812384946e-2,3.1733208260088443e-2
47508,7.0716742617279116e-2,9.9730016136723360e-4,4.1645176316445660e-3,4.2822674736804536e-3
47509,4.2958757270013005e-2,2.3301678297864007e-4,9.2917754302490998e-4,9.5794975213292011e-4
47510,1.3802111165500972e-1,1.3921842288186985e-3,2.2910444589031281e-3,2.6808695678160548e-3
47511,3.3719209114752978e-2,1.4769039659762664e-4,7.3912816721998496e-4,7.5373927907807642e-4
47512,3.2287851509188878e-2,1.4677409365082913e-4,6.9811089245221407e-4,7.1337329129106679e-4
47513,3.6740300929271205e-2,2.0431314741791066e-4,8.8008343782445815e-4,9.0348808500208212e-4
47514,3.7427377358210508e-2,4.2217170910075619e-4,9.5022294221924026e-4,1.0397848776957871e-3
47515,4.8605511866832783e-2,4.3524497057530594e-4,1.1949153549791890e-3,1.2717157268730070e-3
47516,3.3990692285319472e-2,1.5738766935346297e-4,7.8743102071238830e-4,8.0300590959510906e-4
47517,3.3649903030611931e-2,2.6507616841023643e-4,8.9463253749579735e-4,9.3307703444314900e-4
47518,2.9960166333126020e-2,2.3664089377215268e-4,7.6046338754942534e-4,7.9643171484342014e-4
47519,4.5123388154090074e-2,3.3993311702566455e-4,1.0806386687470526e-3,1.1328435269013042e-3
47520,3.0449210536872797e-2,1.5053988941556950e-4,7.8834222224958260e-4,8.0258689105084584e-4
47521,2.6189216907653304e-2,1.0486966543422049e-4,6.3032448653226644e-4,6.3898873624693164e-4
47522,3.3501868587564945e-2,1.3428611267914955e-4,5.5292815290044876e-4,5.6900114439988536e-4
47523,2.7137735703650277e-2,1.3921670797580464e-4,6.3211146330715076e-4,6.4726053009891450e-4
47524,8.4526802698476322e-1,1.4490045489694696e-2,1.3243687910178737e-2,1.9630504011757723e-2
47525,3.1233754480685938e-2,1.2407421923677940e-4,7.0102152663509623e-4,7.1191684393966787e-4
47526,2.7440845053717199e-2,2.9211944790383764e-4,8.2910980821362696e-4,8.7906589395771715e-4
47527,3.6208496734850285e-2,4.5780488475332282e-4,8.8485713871304080e-4,9.9627178442201841e-4
47528,2.0714411456302362e-2,1.2308157285854615e-4,5.1887237886699559e-4,5.3327068091957633e-4
47529,6.5386782795109288e-2,7.7979355262618145e-4,1.4723764221022302e-3,1.6661243390215289e-3
47530,2.5828408981684231e-2,1.1858909125257150e-4,7.2627372695583379e-4,7.3589190716465114e-4
47531,5.8669370216825341e-2,9.2166376140263330e-4,1.3936855156235846e-3,1.6708750418693275e-3
47532,4.9958703753866809e-2,3.6903814462668961e-4,1.1257964370090556e-3,1.1847391146458336e-3
47533,8.4309432966060263e-2,1.6249308135927011e-3,2.0695875782025361e-3,2.6312721054298572e-3
47534,2.9022370462137768e-2,2.8041328738905111e-4,7.0365382646557322e-4,7.5746968206257448e-4
47535,1.2890731069955849e-2,5.8517439954753498e-5,3.4907539368266081e-4,3.5394621237352263e-4
47536,1.9605109058924382e-2,9.7501750053954005e-5,4.4051440385815469e-4,4.5117572105565377e-4
47537,6.8575150890398812e-2,1.6980776415228196e-3,1.7913643646096792e-3,2.4682896838566456e-3
47538,8.3479134874981015e-2,2.2485277456159333e-3,2.6282967347380820e-3,3.4588756480451181e-3
47539,3.5258840646322183e-2,5.2184367683867248e-4,8.7593209198313655e-4,1.0195969070286841e-3
47540,3.3223035115992387e-2,2.5967295198435156e-4,6.9105698541161830e-4,7.3823424404348848e-4
47541,7.7305798974798001e-2,7.5449592319879290e-4,1.9559385479682046e-3,2.0964159180734076e-3
47542,2.2173175194720840e-2,1.2171123225743483e-4,6.3604402420866643e-4,6.4758445378898489e-4
47543,5.3950034012655308e-2,4.4335404278949788e-4,1.1613799640704421e-3,1.2431275993244029e-3
47544,5.4107288834447924e-2,7.0224998015677687e-4,1.6007851885114174e-3,1.7480469828891117e-3
47545,1.0734084957971224e-1,2.2170523953388890e-3,2.6815871227983280e-3,3.4794009284409462e-3
47546,3.6110323376499616e-2,2.4398044901913948e-4,1.0760846638034488e-3,1.1033968747357237e-3
47547,2.4831333771316470e-2,1.2558356514148764e-4,6.4052872791277142e-4,6.5272374180444775e-4
47548,2.5523141417927196e-2,1.6099671304431530e-4,6.2078362616872166e-4,6.4132070926351719e-4
47549,2.0661724934218782e-2,1.0172875283362983e-4,5.6641397842224805e-4,5.7547678850254657e-4
47550,2.8545043512269684e-2,1.3258074270072225e-4,7.1960115610792612e-4,7.3171270127485072e-4
47551,3.8980025192622482e-2,3.8898914792196500e-4,1.1035199644331322e-3,1.1700721640580797e-3
47552,3.8276652993380456e-2,1.4743470146964845e-4,9.2819853244040359e-4,9.3983482954291674e-4
47553,2.2148638315255747e-2,1.0443320245465172e-4,5.6051833356457589e-4,5.7016409571012403e-4
47554,3.2445882557325785e-2,1.5492144560411727e-4,6.9784223550028632e-4,7.1483175639873930e-4
47555,3.7497266717349501e-2,2.3422738923670449e-4,9.1025905962504412e-4,9.3991171154428766e-4
47556,4.9275022878330736e-2,3.3236993810457737e-4,8.9897684258718460e-4,9.5845142770182364e-4
47557,5.2754889124307959e-2,8.9697302876415958e-4,1.4872162049200098e-3,1.7367707547362222e-3
47558,2.4169197711323066e-2,1.0681848996803521e-4,6.3857180810494396e-4,6.4744431722385878e-4
47559,1.2619697327378745e-2,4.1847501297790206e-5,4.0267791608349107e-4,4.0484653569743145e-4
47560,3.2370705619768375e-2,3.3417581175691324e-4,8.6195017567047047e-4,9.2446285944960840e-4
47561,4.2197736141426530e-2,6.3143873330628690e-4,1.2355158036145013e-3,1.3875208736810539e-3
47562,2.9010523126930768e-2,1.6378211512585279e-4,6.9101338270528910e-4,7.1015778268839977e-4
47563,3.9570093617668153e-2,1.8799542043730478e-4,8.6496474930939618e-4,8.8515890983103444e-4
47564,3.4466193885917540e-2,2.3424862290262013e-4,9.0316320360543754e-4,9.3304672427409056e-4
47565,3.6858576371650270e-2,2.2073332751695342e-4,8.3512384067409360e-4,8.6380265752019735e-4
47566,5.4748096729034385e-2,3.1618184203836678e-4,1.1916681880488535e-3,1.2329006560313012e-3
47567,3.0602171266118798e-2,1.4029421925348644e-4,7.5515828487609550e-4,7.6807975052916970e-4
47568,4.0152778398638414e-2,1.9990237814380220e-4,8.5567455271057930e-4,8.7871491448819606e-4
47569,5.1848901863484488e-2,5.0901060193752658e-4,1.2752236208598985e-3,1.3730575647378494e-3
47570,3.5140162101398718e-2,2.0491349187228494e-4,7.3425931500037845e-4,7.6231639154364112e-4
47571,3.2940479704367587e-2,1.6634934280817951e-4,7.1634308704288032e-4,7.3540432566502950e-4
47572,1.7354641905449393e-2,7.1812069586922998e-5,5.0970827409988276e-4,5.1474216654966035e-4
47573,1.7417547194902065e-2,7.2904960071463551e-5,4.8352748625645218e-4,4.8899280482283711e-4
47574,2.9880184022902326e-2,3.2259430863546939e-4,8.9851016893435743e-4,9.5466623049233492e-4
47575,2.9933971225723499e-2,1.4875682150327914e-4,7.1331576083664419e-4,7.2866176419633753e-4
47576,1.8746186573681243e-2,6.4352343679006745e-5,4.7893870475279848e-4,4.8324269994203667e-4
47577,2.5293024108652782e-2,1.2224181521464114e-4,6.3916526428830893e-4,6.5074979558945244e-4
47578,2.1934598070142135e-2,9.7530537027735076e-5,5.3712667305837267e-4,5.4590957910964925e-4
47579,3.1922681943028532e-2,1.8086443424188391e-4,6.7543619444107366e-4,6.9923243369760576e-4
47580,1.0290896162398813e-1,8.7755906881372802e-4,1.5083392660788881e-3,1.7450493577124448e-3
47581,2.0110765642984019e-2,7.2869829613822352e-5,4.9275856848810180e-4,4.9811747498596231e-4
47582,4.7417347464046716e-2,4.2611515389544047e-4,1.2026785839235519e-3,1.2759349123711971e-3
47583,2.7689165811742487e-2,1.8065213456562650e-4,7.6403602959942930e-4,7.8510269917328479e-4
47584,1.0260839494987656e-1,1.1356764440204326e-3,2.1821988369228034e-3,2.4600310464240349e-3
47585,3.8424196698185933e-2,2.9511124170922693e-4,8.2361394550165641e-4,8.7488889363619617e-4
47586,3.2126128397037351e-2,3.0027965725701208e-4,9.2101033607406007e-4,9.6872488959334660e-4
47587,3.3877514259963250e-2,2.1714806463554988e-4,7.3109503811271369e-4,7.6266194131344666e-4
47588,2.3351705264833187e-2,1.4554719626516671e-4,6.1984748256788797e-4,6.3670628078133418e-4
47589,3.0154567994236471e-2,1.1857970938669720e-4,7.1674576759990852e-4,7.2648857035098331e-4
47590,4.5057755871963437e-2,4.8089856362215188e-4,1.1367649463166650e-3,1.2343006002057111e-3
47591,2.1336632127122418e-2,1.0591474076786585e-4,5.8002871554795380e-4,5.8961957495671168e-4
47592,2.2459605126343957e-2,8.8783367526780785e-5,5.4662349691466099e-4,5.5378672223935438e-4
47593,2.1395382348435903e-2,2.0973380956938956e-4,6.0966360966675489e-4,6.4473094219867123e-4
47594,2.4386840174420731e-2,1.2171310611084791e-4,6.6508389327622145e-4,6.7612917796424591e-4
47595,2.8009345768389569e-2,2.3501050686433052e-4,7.5014395247527334e-4,7.8609534267279227e-4
47596,1.4842573492086274e-2,6.1356673761204435e-5,4.4891598579875473e-4,4.5308961996574882e-4
47597,2.2566262465753432e-2,1.0630495710311939e-4,7.7127040925587529e-4,7.7856200016339187e-4
47598,4.9457340768111771e-2,8.7384460354736695e-4,1.9206397919076246e-3,2.1100856857975735e-3
47599,2.6797840507255210e-2,3.2880261234957453e-4,9.5250294312598056e-4,1.0076571909888598e-3
47600,3.9678788364562158e-2,2.7756262807977040e-4,3.9375130452245369e-3,3.9472838755047696e-3
47601,4.4422349840253450e-2,9.0885604039964965e-4,3.9962438062095653e-3,4.0982903582883496e-3
47602,3.4617142712358266e-2,3.7106077987503346e-4,1.3552797129950025e-3,1.4051580704025025e-3
47603,1.2090193526378964e-2,5.9859517765792016e-5,6.7249005742752311e-4,6.7514890150693918e-4
47604,5.1736861199110355e-2,4.2338822188125601e-4,2.7971253856468917e-3,2.8289870995566674e-3
47605,2.1475886452038923e-2,8.0424856875443228e-5,6.5408631679618066e-4,6.5901219064857142e-4
47606,3.0919399868395002e-2,1.1792420712091477e-4,6.4419009397407461e-4,6.5489464480893676e-4
47607,1.5221815334403565e-2,7.5270062822293092e-5,6.5882478383709291e-4,6.6311060778369714e-4
47608,1.8399541067185325e-2,1.2465513139659957e-4,2.1283677119852428e-3,2.1320150138319388e-3
47609,3.4056402504679811e-2,2.6876943267323212e-4,2.4946554893587737e-3,2.5090920705560715e-3
47610,1.4226802399727395e-1,2.2450764641174046e-3,4.1818482738768675e-3,4.7463905565662051e-3
47611,3.0480458049182601e-2,1.7299343901107462e-4,8.0406349807167618e-4,8.2246266716012027e-4
47612,2.5414705960525131e-2,2.0865644644204692e-4,1.7834337295200035e-3,1.7955983348821231e-3
47613,2.8904367045254085e-2,1.7034160054614091e-4,1.0718895441222251e-3,1.0853402488045730e-3
47614,6.1769973250253810e-2,8.5136003204899725e-4,1.8533763127563355e-3,2.0395631053872149e-3
47615,4.2088295138758725e-2,8.5528133805949202e-4,5.9088278347177786e-3,5.9704063971867463e-3
47616,2.2382062161375685e-2,1.1620419103790978e-4,1.1852013682672876e-3,1.1908844181352891e-3
47617,5.3609936610661213e-2,5.1274661728541854e-4,1.6476615073294308e-3,1.7256006305842416e-3
47618,1.8302039789817908e-2,9.2617538531684305e-5,2.0244905707150337e-3,2.0266080231159033e-3
47619,1.4333083378925813e-2,1.1819154799271042e-4,1.9594510939508281e-3,1.9630124379641642e-3
47620,1.5886902742992599e-2,7.1122065246165215e-5,7.2393786457165300e-4,7.2742310928746606e-4
47621,7.1025840950606309e-2,7.1345849869089439e-4,4.0230830749614132e-3,4.0858561474182179e-3
47622,3.9183976297196096e-2,4.1110285093992057e-4,1.0617998786182207e-3,1.1386064009501259e-3
47623,2.7180758268891141e-2,1.0628369302013698e-4,8.1348744909777600e-4,8.2040115385194671e-4
47624,3.0916339528301369e-2,2.9636898361362315e-4,1.2007734151992572e-3,1.2368069247451112e-3
47625,2.3544553559492427e-2,2.7571200658433421e-4,3.4310581662897210e-3,3.4421181343815238e-3
47626,2.1753576389050830e-2,1.8356284782480205e-4,9.5599469520138587e-4,9.7345835881908270e-4
47627,6.1843371156279248e-2,7.5412277454418983e-4,9.9241280128057746e-3,9.9527392196139906e-3
47628,4.9587134277248465e-2,4.4074929809576692e-4,1.4398029792713619e-3,1.5057531547005311e-3
47629,3.3052458116028062e-2,2.2516410349472809e-4,1.4595414362930529e-3,1.4768073935889448e-3
47630,3.0935957657589937e-2,1.5514292953126618e-4,1.4699248834362532e-3,1.4780894734516671e-3
47631,2.5383828441618968e-2,2.2753066837133800e-4,1.2584470533692207e-3,1.2788507306105675e-3
47632,2.9786517642086282e-2,1.5579341293175061e-4,1.9734586881607059e-3,1.9795986414902133e-3
47633,5.1663163790530701e-2,2.8944349384933291e-4,1.4149061995690250e-3,1.4442081185586000e-3
47634,2.6845408056083941e-2,1.1038743361967327e-4,7.1594244797681223e-4,7.2440249469212089e-4
47635,2.6818002483880807e-2,1.3766750197536390e-4,7.0839110358363760e-4,7.2164416213018787e-4
47636,5.1268470008253478e-2,4.2141635388226321e-4,1.1434089202137781e-3,1.2185957911234795e-3
47637,3.7737385340777349e-2,1.8215664548902865e-4,8.4905554761855297e-4,8.6837570580806586e-4
47638,4.0181758973849450e-2,4.2239351898580010e-4,1.4462502703021345e-3,1.5066705443560664e-3
47639,5.2827455754152909e-2,4.4767145430713940e-4,1.6638626721586221e-3,1.7230347421930581e-3
47640,6.1491535494020290e-2,1.1732338763856976e-3,1.9019155012624542e-3,2.2346723031893118e-3
47641,1.8139644650259135e-2,7.6530917724570641e-5,5.2022515669307857e-4,5.2582430052642399e-4
47642,2.6140443672240714e-2,1.4443670356335784e-4,6.7309874650233012e-4,6.8842129824639897e-4
47643,1.0344660656849809e-2,3.2807628668694576e-5,3.5110026792626415e-4,3.5262974723746356e-4
47644,2.1433953869257366e-2,1.2314088425626550e-4,5.6767582546863400e-4,5.8087823181533500e-4
47645,4.2117436828381462e-2,2.8515902709422064e-4,8.9260843975898783e-4,9.3705149136122552e-4
47646,2.1827472328839373e-2,1.4499355829950466e-4,6.1428939474898715e-4,6.3116922647530010e-4
47647,4.1708562242603213e-2,2.3174077497125232e-4,9.4082069918238048e-4,9.6894136808906028e-4
47648,5.9627833153433181e-2,2.7616839194572737e-4,1.1170398758444311e-3,1.1506724403306230e-3
47649,3.8820511718622080e-2,1.9091581149769922e-4,8.7306118745005901e-4,8.9369160458825626e-4
47650,2.8756030510061280e-2,2.4848596677884481e-4,8.4632322930447358e-4,8.8204777883421344e-4
47651,2.9692885633421667e-1,3.6386039906173622e-3,3.7000975449847794e-3,5.1894277953295565e-3
47652,2.3613303042156850e-2,1.9330650144230887e-4,6.1595272598559793e-4,6.4557351568117667e-4
47653,2.3119723127186655e-2,1.2297838317269739e-4,6.3831160364619588e-4,6.5005029503658349e-4
47654,7.3237667887440128e-2,5.3812820550262720e-4,1.2408834101902864e-3,1.3525433831278585e-3
47655,5.1799705861011992e-2,3.4125157679482809e-4,1.1855503613030646e-3,1.2336864665914041e-3
47656,7.0332330193260323e-2,4.7015520991882639e-4,1.3198455302966031e-3,1.4010846317256275e-3
47657,2.7107131120125551e-2,1.8196219647771152e-4,6.6309414227210743e-4,6.8760750611273518e-4
47658,5.1261245448323528e-2,5.0672242401714619e-4,9.2955634597823912e-4,1.0586985479116460e-3
47659,3.3711862979663366e-2,1.4183057379378602e-4,6.8381419433746510e-4,6.9836792884558430e-4
47660,1.7460658750041765e-2,7.4654434906849609e-5,4.8493304819728281e-4,4.9064584568216736e-4
47661,1.3118084040777311e-2,7.5411356890025820e-5,4.3291278778689472e-4,4.3943185430441410e-4
47662,5.1378830749797023e-2,4.9159581163167186e-4,1.1437189360218587e-3,1.2448933474915730e-3
47663,6.2218312677982897e-2,4.8962062492170658e-4,1.2885445826358950e-3,1.3784322608634187e-3
47664,3.5997522576548910e-2,2.8063605869049633e-4,8.2372722354020946e-4,8.7022016538264486e-4
47665,2.9147855209818153e-2,1.2438791269596126e-4,6.6973027240789897e-4,6.8118352197070692e-4
47666,2.5438357619171298e-1,9.6458203875286943e-3,8.9932591495127129e-3,1.3187894489976721e-2
47667,3.2336038744853655e-2,2.8502122485677171e-4,8.4833750379992637e-4,8.9493777379901927e-4
47668,2.3612206639245310e-2,9.7420953962039285e-5,6.0286610071335061e-4,6.1068680815962748e-4
47669,1.9383796007174069e-2,1.3094738184959474e-4,5.6114788807633102e-4,5.7622406154706016e-4
47670,2.2195188193827053e-2,1.5704578230768220e-4,6.2636613233356983e-4,6.4575375297023781e-4
47671,5.3466773091277779e-2,3.9845974154050737e-4,1.0488483120862631e-3,1.1219861618552750e-3
47672,6.3481756536220540e-2,1.0309613312232280e-3,1.5228985510485446e-3,1.8390490105658760e-3
47673,1.8700252228012040e-2,7.1611342353839846e-5,4.8521752380473930e-4,4.9047347508394544e-4
47674,2.4670887684339955e-2,2.6661099823017536e-4,6.6021433295285128e-4,7.1201431854539901e-4
47675,3.3923918511399857e-2,3.8459969108361894e-4,9.4820840948904952e-4,1.0232380515829971e-3
47676,1.6496990818217566e-2,7.6642163551748305e-5,4.7685947260423222e-4,4.8297927268805180e-4
47677,1.9329350483548519e-2,1.2618789724531314e-4,5.5705229264204779e-4,5.7116603728596762e-4
47678,3.4559228079929699e-2,2.3691874248303257e-4,9.0766105545090356e-4,9.3807200263198857e-4
47679,4.1106370922798161e-2,2.1203790778165406e-4,8.7106684166237964e-4,8.9650293751894342e-4
47680,5.2918941668669603e-2,3.3371311765396802e-4,9.7530894485706654e-4,1.0308210236566460e-3
47681,4.0350743361349611e-2,1.9809747762239931e-4,8.2691314618472240e-4,8.5031050915149392e-4
47682,8.6465821444892899e-2,2.6530650935954335e-3,2.8913956043518929e-3,3.9241461404641896e-3
47683,6.4346130850252731e-2,7.5763322914764841e-4,1.5732996354914843e-3,1.7462187299838272e-3
47684,2.5623811895325917e-2,2.9009722377412435e-4,7.1069382649671599e-4,7.6762107465988625e-4
47685,1.6088659470327157e-2,7.9334810533525344e-5,4.7097289028045743e-4,4.7760807734115857e-4
47686,6.7985282746254733e-2,9.5765633945251013e-4,1.7889729344241136e-3,2.0291697377488177e-3
47687,1.8788413166606861e-2,9.4862938248884917e-5,5.5123464772044678e-4,5.5933765643008230e-4
47688,3.6087922015143589e-2,2.6254618910638594e-4,8.4894237174729537e-4,8.8861333096134070e-4
47689,6.5748295758147876e-2,5.5016581227906663e-4,1.3489919852669116e-3,1.4568671172468164e-3
47690,5.3319596946676831e-2,5.2190951075584515e-4,1.3577612465004425e-3,1.4546151174506063e-3
47691,5.7708714307655895e-2,3.6484696271638100e-4,1.0647028545924906e-3,1.1254801085673466e-3
47692,3.5683727536152794e-2,2.3099632690583478e-4,8.6923732879956399e-4,8.9940693616548698e-4
47693,2.7038796726724362e-2,3.0994507717192711e-4,7.4228458549868085e-4,8.0439564688781118e-4
47694,4.9906483901777154e-2,4.2957346757846395e-4,1.1379016818485051e-3,1.2162868089398329e-3
47695,6.7898178347547924e-2,5.4353057648861950e-4,1.6866957955230543e-3,1.7721084036291912e-3
47696,1.9169620378469487e-2,7.0956468315615999e-5,5.5167522508832781e-4,5.5621971771241819e-4
47697,1.7309783436063483e-2,7.8975444113224679e-5,4.9356307346279285e-4,4.9984160316936341e-4
47698,4.0658114288140521e-2,1.4981754009433639e-4,7.2978001131933487e-4,7.4499943640325434e-4
47699,5.8485197612483240e-2,4.9180678549870917e-4,1.3578709113077085e-3,1.4441908897504514e-3
47700,2.9240949043909809e-2,1.9495930981149788e-4,7.3608879603337971e-4,7.6146953197619538e-4
47701,3.2081553185045700e-2,1.9485040304130670e-4,8.1414772859551084e-4,8.3713989484589084e-4
47702,2.9611396357765142e-2,4.4584831413628181e-4,8.5384985114544466e-4,9.6324466648887433e-4
47703,1.6603194281873701e-1,1.7242186822714123e-3,2.4145256260757605e-3,2.9669620933322196e-3
47704,2.0618156129268681e-2,7.2563190016646057e-5,5.5868214348705710e-4,5.6337478999036214e-4
47705,2.3623991718830780e-2,1.2797132589253548e-4,6.0090936263832589e-4,6.1438483246015489e-4
47706,2.1070501870714676e-2,8.6482403847056155e-5,5.6234738853144144e-4,5.6895851479989048e-4
47707,2.1474627851748574e-2,9.6886610741149976e-5,6.0225489079034956e-4,6.0999833509756639e-4
47708,2.2890919496474205e-2,1.1767778813432736e-4,5.3589795124885152e-4,5.4866627012502246e-4
47709,2.5520599444074858e-2,1.4572283317063173e-4,6.8633695051487325e-4,7.0163634010029109e-4
47710,1.7967635838320863e-2,1.0273998735643822e-4,5.3136465344635268e-4,5.4120596812504162e-4
47711,2.5533004021184472e-2,1.4652397303749459e-4,6.8538762881474992e-4,7.0087479367359027e-4
47712,4.8276924073064366e-2,2.2866553861795768e-4,1.0341899665331263e-3,1.0591679826303427e-3
47713,3.9471519514041341e-2,3.2444791610031134e-4,1.0352898984002578e-3,1.0849385346605822e-3
47714,5.6857821470463220e-2,2.8640221692120138e-4,1.1871402501110130e-3,1.2211994936500005e-3
47715,3.1583593587495164e-2,1.7967381879476521e-4,8.2047464984241877e-4,8.3991745558378177e-4
